School,Year,Level,Size
St. Jean Elementary,2000,Grade 8,0
St. Jean Elementary,2000,Grade 9,0
St. Jean Elementary,2000,Grade 10,0
St. Jean Elementary,2000,Grade 11,0
St. Jean Elementary,2000,Grade 12,0
St. Jean Elementary,2001,K,0
St. Jean Elementary,2001,Grade 1,29
St. Jean Elementary,2001,Grade 2,31
St. Jean Elementary,2001,Grade 3,43
St. Jean Elementary,2001,Grade 4,40
St. Jean Elementary,2001,Grade 5,36
St. Jean Elementary,2001,Grade 6,30
St. Jean Elementary,2001,Grade 7,0
St. Jean Elementary,2001,Grade 8,0
St. Jean Elementary,2001,Grade 9,0
St. Jean Elementary,2001,Grade 10,0
St. Jean Elementary,2001,Grade 11,0
St. Jean Elementary,2001,Grade 12,0
St. Jean Elementary,2002,K,0
St. Jean Elementary,2002,Grade 1,27
St. Jean Elementary,2002,Grade 2,32
St. Jean Elementary,2002,Grade 3,31
St. Jean Elementary,2002,Grade 4,39
St. Jean Elementary,2002,Grade 5,40
St. Jean Elementary,2002,Grade 6,36
St. Jean Elementary,2002,Grade 7,0
St. Jean Elementary,2002,Grade 8,0
St. Jean Elementary,2002,Grade 9,0
St. Jean Elementary,2002,Grade 10,0
St. Jean Elementary,2002,Grade 11,0
St. Jean Elementary,2002,Grade 12,0
St. Jean Elementary,2003,K,0
St. Jean Elementary,2003,Grade 1,25
St. Jean Elementary,2003,Grade 2,26
St. Jean Elementary,2003,Grade 3,28
St. Jean Elementary,2003,Grade 4,31
St. Jean Elementary,2003,Grade 5,32
St. Jean Elementary,2003,Grade 6,41
St. Jean Elementary,2003,Grade 7,0
St. Jean Elementary,2003,Grade 8,0
St. Jean Elementary,2003,Grade 9,0
St. Jean Elementary,2003,Grade 10,0
St. Jean Elementary,2003,Grade 11,0
St. Jean Elementary,2003,Grade 12,0
St. Jean Elementary,2004,K,0
St. Jean Elementary,2004,Grade 1,23
St. Jean Elementary,2004,Grade 2,27
St. Jean Elementary,2004,Grade 3,27
St. Jean Elementary,2004,Grade 4,25
St. Jean Elementary,2004,Grade 5,32
St. Jean Elementary,2004,Grade 6,35
St. Jean Elementary,2004,Grade 7,0
St. Jean Elementary,2004,Grade 8,0
St. Jean Elementary,2004,Grade 9,0
St. Jean Elementary,2004,Grade 10,0
St. Jean Elementary,2004,Grade 11,0
St. Jean Elementary,2004,Grade 12,0
St. Jean Elementary,2005,K,0
St. Jean Elementary,2005,Grade 1,15
St. Jean Elementary,2005,Grade 2,19
St. Jean Elementary,2005,Grade 3,31
St. Jean Elementary,2005,Grade 4,29
St. Jean Elementary,2005,Grade 5,29
St. Jean Elementary,2005,Grade 6,32
St. Jean Elementary,2005,Grade 7,0
St. Jean Elementary,2005,Grade 8,0
St. Jean Elementary,2005,Grade 9,0
St. Jean Elementary,2005,Grade 10,0
St. Jean Elementary,2005,Grade 11,0
St. Jean Elementary,2005,Grade 12,0
St. Jean Elementary,2006,K,0
St. Jean Elementary,2006,Grade 1,19
St. Jean Elementary,2006,Grade 2,14
St. Jean Elementary,2006,Grade 3,17
St. Jean Elementary,2006,Grade 4,29
St. Jean Elementary,2006,Grade 5,24
St. Jean Elementary,2006,Grade 6,30
St. Jean Elementary,2006,Grade 7,0
St. Jean Elementary,2006,Grade 8,0
St. Jean Elementary,2006,Grade 9,0
St. Jean Elementary,2006,Grade 10,0
St. Jean Elementary,2006,Grade 11,0
St. Jean Elementary,2006,Grade 12,0
St. Jean Elementary,2007,K,0
St. Jean Elementary,2007,Grade 1,14
St. Jean Elementary,2007,Grade 2,20
St. Jean Elementary,2007,Grade 3,16
St. Jean Elementary,2007,Grade 4,20
St. Jean Elementary,2007,Grade 5,28
St. Jean Elementary,2007,Grade 6,27
St. Jean Elementary,2007,Grade 7,0
St. Jean Elementary,2007,Grade 8,0
St. Jean Elementary,2007,Grade 9,0
St. Jean Elementary,2007,Grade 10,0
St. Jean Elementary,2007,Grade 11,0
St. Jean Elementary,2007,Grade 12,0
St. Jean Elementary,2008,K,0
St. Jean Elementary,2008,Grade 1,17
St. Jean Elementary,2008,Grade 2,16
St. Jean Elementary,2008,Grade 3,16
St. Jean Elementary,2008,Grade 4,16
St. Jean Elementary,2008,Grade 5,17
St. Jean Elementary,2008,Grade 6,26
St. Jean Elementary,2008,Grade 7,0
St. Jean Elementary,2008,Grade 8,0
St. Jean Elementary,2008,Grade 9,0
St. Jean Elementary,2008,Grade 10,0
St. Jean Elementary,2008,Grade 11,0
St. Jean Elementary,2008,Grade 12,0
St. Jean Elementary,2009,K,0
St. Jean Elementary,2009,Grade 1,14
St. Jean Elementary,2009,Grade 2,18
St. Jean Elementary,2009,Grade 3,18
St. Jean Elementary,2009,Grade 4,14
St. Jean Elementary,2009,Grade 5,12
St. Jean Elementary,2009,Grade 6,18
St. Jean Elementary,2009,Grade 7,0
St. Jean Elementary,2009,Grade 8,0
St. Jean Elementary,2009,Grade 9,0
St. Jean Elementary,2009,Grade 10,0
St. Jean Elementary,2009,Grade 11,0
St. Jean Elementary,2009,Grade 12,0
St. Jean Elementary,2010,K,22
St. Jean Elementary,2010,Grade 1,25
St. Jean Elementary,2010,Grade 2,15
St. Jean Elementary,2010,Grade 3,18
St. Jean Elementary,2010,Grade 4,19
St. Jean Elementary,2010,Grade 5,16
St. Jean Elementary,2010,Grade 6,11
St. Jean Elementary,2010,Grade 7,0
St. Jean Elementary,2010,Grade 8,0
St. Jean Elementary,2010,Grade 9,0
St. Jean Elementary,2010,Grade 10,0
St. Jean Elementary,2010,Grade 11,0
St. Jean Elementary,2010,Grade 12,0
St. Jean Elementary,2011,K,21
St. Jean Elementary,2011,Grade 1,22
St. Jean Elementary,2011,Grade 2,23
St. Jean Elementary,2011,Grade 3,19
St. Jean Elementary,2011,Grade 4,18
St. Jean Elementary,2011,Grade 5,21
St. Jean Elementary,2011,Grade 6,19
St. Jean Elementary,2011,Grade 7,0
St. Jean Elementary,2011,Grade 8,0
St. Jean Elementary,2011,Grade 9,0
St. Jean Elementary,2011,Grade 10,0
St. Jean Elementary,2011,Grade 11,0
St. Jean Elementary,2011,Grade 12,0
St. Jean Elementary,2012,K,17
St. Jean Elementary,2012,Grade 1,13
St. Jean Elementary,2012,Grade 2,15
St. Jean Elementary,2012,Grade 3,18
St. Jean Elementary,2012,Grade 4,17
St. Jean Elementary,2012,Grade 5,17
St. Jean Elementary,2012,Grade 6,21
St. Jean Elementary,2012,Grade 7,0
St. Jean Elementary,2012,Grade 8,0
St. Jean Elementary,2012,Grade 9,0
St. Jean Elementary,2012,Grade 10,0
St. Jean Elementary,2012,Grade 11,0
St. Jean Elementary,2012,Grade 12,0
St. Jean Elementary,2013,K,10
St. Jean Elementary,2013,Grade 1,16
St. Jean Elementary,2013,Grade 2,15
St. Jean Elementary,2013,Grade 3,16
St. Jean Elementary,2013,Grade 4,15
St. Jean Elementary,2013,Grade 5,15
St. Jean Elementary,2013,Grade 6,14
St. Jean Elementary,2013,Grade 7,0
St. Jean Elementary,2013,Grade 8,0
St. Jean Elementary,2013,Grade 9,0
St. Jean Elementary,2013,Grade 10,0
St. Jean Elementary,2013,Grade 11,0
St. Jean Elementary,2013,Grade 12,0
St. Jean Elementary,2014,K,15
St. Jean Elementary,2014,Grade 1,12
St. Jean Elementary,2014,Grade 2,15
St. Jean Elementary,2014,Grade 3,17
St. Jean Elementary,2014,Grade 4,20
St. Jean Elementary,2014,Grade 5,16
St. Jean Elementary,2014,Grade 6,14
St. Jean Elementary,2014,Grade 7,0
St. Jean Elementary,2014,Grade 8,0
St. Jean Elementary,2014,Grade 9,0
St. Jean Elementary,2014,Grade 10,0
St. Jean Elementary,2014,Grade 11,0
St. Jean Elementary,2014,Grade 12,0
St. Jean Elementary,2015,K,15
St. Jean Elementary,2015,Grade 1,17
St. Jean Elementary,2015,Grade 2,11
St. Jean Elementary,2015,Grade 3,16
St. Jean Elementary,2015,Grade 4,18
St. Jean Elementary,2015,Grade 5,16
St. Jean Elementary,2015,Grade 6,22
St. Jean Elementary,2015,Grade 7,0
St. Jean Elementary,2015,Grade 8,0
St. Jean Elementary,2015,Grade 9,0
St. Jean Elementary,2015,Grade 10,0
St. Jean Elementary,2015,Grade 11,0
St. Jean Elementary,2015,Grade 12,0
St. Louis Elementary,1999,K,0
St. Louis Elementary,1999,Grade 1,36
St. Louis Elementary,1999,Grade 2,31
St. Louis Elementary,1999,Grade 3,26
St. Louis Elementary,1999,Grade 4,32
St. Louis Elementary,1999,Grade 5,32
St. Louis Elementary,1999,Grade 6,39
St. Louis Elementary,1999,Grade 7,0
St. Louis Elementary,1999,Grade 8,0
St. Louis Elementary,1999,Grade 9,0
St. Louis Elementary,1999,Grade 10,0
St. Louis Elementary,1999,Grade 11,0
St. Louis Elementary,1999,Grade 12,0
St. Louis Elementary,2000,K,0
St. Louis Elementary,2000,Grade 1,27
St. Louis Elementary,2000,Grade 2,29
St. Louis Elementary,2000,Grade 3,34
St. Louis Elementary,2000,Grade 4,26
St. Louis Elementary,2000,Grade 5,31
St. Louis Elementary,2000,Grade 6,33
St. Louis Elementary,2000,Grade 7,0
St. Louis Elementary,2000,Grade 8,0
St. Louis Elementary,2000,Grade 9,0
St. Louis Elementary,2000,Grade 10,0
St. Louis Elementary,2000,Grade 11,0
St. Louis Elementary,2000,Grade 12,0
St. Louis Elementary,2001,K,0
St. Louis Elementary,2001,Grade 1,28
St. Louis Elementary,2001,Grade 2,27
St. Louis Elementary,2001,Grade 3,27
St. Louis Elementary,2001,Grade 4,32
St. Louis Elementary,2001,Grade 5,26
St. Louis Elementary,2001,Grade 6,29
St. Louis Elementary,2001,Grade 7,0
St. Louis Elementary,2001,Grade 8,0
St. Louis Elementary,2001,Grade 9,0
St. Louis Elementary,2001,Grade 10,0
St. Louis Elementary,2001,Grade 11,0
St. Louis Elementary,2001,Grade 12,0
St. Louis Elementary,2002,K,0
St. Louis Elementary,2002,Grade 1,25
St. Louis Elementary,2002,Grade 2,28
St. Louis Elementary,2002,Grade 3,27
St. Louis Elementary,2002,Grade 4,28
St. Louis Elementary,2002,Grade 5,30
St. Louis Elementary,2002,Grade 6,27
St. Louis Elementary,2002,Grade 7,0
St. Louis Elementary,2002,Grade 8,0
St. Louis Elementary,2002,Grade 9,0
St. Louis Elementary,2002,Grade 10,0
St. Louis Elementary,2002,Grade 11,0
St. Louis Elementary,2002,Grade 12,0
St. Louis Elementary,2003,K,0
St. Louis Elementary,2003,Grade 1,22
St. Louis Elementary,2003,Grade 2,27
St. Louis Elementary,2003,Grade 3,24
St. Louis Elementary,2003,Grade 4,27
St. Louis Elementary,2003,Grade 5,29
St. Louis Elementary,2003,Grade 6,31
St. Louis Elementary,2003,Grade 7,0
St. Louis Elementary,2003,Grade 8,0
St. Louis Elementary,2003,Grade 9,0
St. Louis Elementary,2003,Grade 10,0
St. Louis Elementary,2003,Grade 11,0
St. Louis Elementary,2003,Grade 12,0
St. Louis Elementary,2004,K,0
St. Louis Elementary,2004,Grade 1,26
St. Louis Elementary,2004,Grade 2,26
St. Louis Elementary,2004,Grade 3,20
St. Louis Elementary,2004,Grade 4,23
St. Louis Elementary,2004,Grade 5,27
St. Louis Elementary,2004,Grade 6,28
St. Louis Elementary,2004,Grade 7,0
St. Louis Elementary,2004,Grade 8,0
St. Louis Elementary,2004,Grade 9,0
St. Louis Elementary,2004,Grade 10,0
St. Louis Elementary,2004,Grade 11,0
St. Louis Elementary,2004,Grade 12,0
St. Louis Elementary,2005,K,0
St. Louis Elementary,2005,Grade 1,17
St. Louis Elementary,2005,Grade 2,23
St. Louis Elementary,2005,Grade 3,25
St. Louis Elementary,2005,Grade 4,20
St. Louis Elementary,2005,Grade 5,25
St. Louis Elementary,2005,Grade 6,26
St. Louis Elementary,2005,Grade 7,0
St. Louis Elementary,2005,Grade 8,0
St. Louis Elementary,2005,Grade 9,0
St. Louis Elementary,2005,Grade 10,0
St. Louis Elementary,2005,Grade 11,0
St. Louis Elementary,2005,Grade 12,0
St. Louis Elementary,2006,K,0
St. Louis Elementary,2006,Grade 1,20
St. Louis Elementary,2006,Grade 2,17
St. Louis Elementary,2006,Grade 3,22
St. Louis Elementary,2006,Grade 4,24
St. Louis Elementary,2006,Grade 5,22
St. Louis Elementary,2006,Grade 6,26
St. Louis Elementary,2006,Grade 7,0
St. Louis Elementary,2006,Grade 8,0
St. Louis Elementary,2006,Grade 9,0
St. Louis Elementary,2006,Grade 10,0
St. Louis Elementary,2006,Grade 11,0
St. Louis Elementary,2006,Grade 12,0
St. Louis Elementary,2007,K,0
St. Louis Elementary,2007,Grade 1,22
St. Louis Elementary,2007,Grade 2,17
St. Louis Elementary,2007,Grade 3,20
St. Louis Elementary,2007,Grade 4,23
St. Louis Elementary,2007,Grade 5,23
St. Louis Elementary,2007,Grade 6,24
St. Louis Elementary,2007,Grade 7,0
St. Louis Elementary,2007,Grade 8,0
St. Louis Elementary,2007,Grade 9,0
St. Louis Elementary,2007,Grade 10,0
St. Louis Elementary,2007,Grade 11,0
St. Louis Elementary,2007,Grade 12,0
St. Louis Elementary,2008,K,0
St. Louis Elementary,2008,Grade 1,23
St. Louis Elementary,2008,Grade 2,22
St. Louis Elementary,2008,Grade 3,18
St. Louis Elementary,2008,Grade 4,22
St. Louis Elementary,2008,Grade 5,22
St. Louis Elementary,2008,Grade 6,23
St. Louis Elementary,2008,Grade 7,0
St. Louis Elementary,2008,Grade 8,0
St. Louis Elementary,2008,Grade 9,0
St. Louis Elementary,2008,Grade 10,0
St. Louis Elementary,2008,Grade 11,0
St. Louis Elementary,2008,Grade 12,0
St. Louis Elementary,2009,K,0
St. Louis Elementary,2009,Grade 1,24
St. Louis Elementary,2009,Grade 2,25
St. Louis Elementary,2009,Grade 3,22
St. Louis Elementary,2009,Grade 4,17
St. Louis Elementary,2009,Grade 5,24
St. Louis Elementary,2009,Grade 6,22
St. Louis Elementary,2009,Grade 7,0
St. Louis Elementary,2009,Grade 8,0
St. Louis Elementary,2009,Grade 9,0
St. Louis Elementary,2009,Grade 10,0
St. Louis Elementary,2009,Grade 11,0
St. Louis Elementary,2009,Grade 12,0
St. Louis Elementary,2010,K,18
St. Louis Elementary,2010,Grade 1,22
St. Louis Elementary,2010,Grade 2,23
St. Louis Elementary,2010,Grade 3,24
St. Louis Elementary,2010,Grade 4,22
St. Louis Elementary,2010,Grade 5,17
St. Louis Elementary,2010,Grade 6,23
St. Louis Elementary,2010,Grade 7,0
St. Louis Elementary,2010,Grade 8,0
St. Louis Elementary,2010,Grade 9,0
St. Louis Elementary,2010,Grade 10,0
St. Louis Elementary,2010,Grade 11,0
St. Louis Elementary,2010,Grade 12,0
St. Louis Elementary,2011,K,16
St. Louis Elementary,2011,Grade 1,21
St. Louis Elementary,2011,Grade 2,19
St. Louis Elementary,2011,Grade 3,25
St. Louis Elementary,2011,Grade 4,23
St. Louis Elementary,2011,Grade 5,22
St. Louis Elementary,2011,Grade 6,17
St. Louis Elementary,2011,Grade 7,0
St. Louis Elementary,2011,Grade 8,0
St. Louis Elementary,2011,Grade 9,0
St. Louis Elementary,2011,Grade 10,0
St. Louis Elementary,2011,Grade 11,0
St. Louis Elementary,2011,Grade 12,0
St. Louis Elementary,2012,K,16
St. Louis Elementary,2012,Grade 1,15
St. Louis Elementary,2012,Grade 2,21
St. Louis Elementary,2012,Grade 3,20
St. Louis Elementary,2012,Grade 4,25
St. Louis Elementary,2012,Grade 5,22
St. Louis Elementary,2012,Grade 6,21
St. Louis Elementary,2012,Grade 7,0
St. Louis Elementary,2012,Grade 8,0
St. Louis Elementary,2012,Grade 9,0
St. Louis Elementary,2012,Grade 10,0
St. Louis Elementary,2012,Grade 11,0
St. Louis Elementary,2012,Grade 12,0
St. Louis Elementary,2013,K,24
St. Louis Elementary,2013,Grade 1,19
St. Louis Elementary,2013,Grade 2,15
St. Louis Elementary,2013,Grade 3,20
St. Louis Elementary,2013,Grade 4,21
St. Louis Elementary,2013,Grade 5,25
St. Louis Elementary,2013,Grade 6,21
St. Louis Elementary,2013,Grade 7,0
St. Louis Elementary,2013,Grade 8,0
St. Louis Elementary,2013,Grade 9,0
St. Louis Elementary,2013,Grade 10,0
St. Louis Elementary,2013,Grade 11,0
St. Louis Elementary,2013,Grade 12,0
St. Louis Elementary,2014,K,14
St. Louis Elementary,2014,Grade 1,24
St. Louis Elementary,2014,Grade 2,19
St. Louis Elementary,2014,Grade 3,16
St. Louis Elementary,2014,Grade 4,20
St. Louis Elementary,2014,Grade 5,20
St. Louis Elementary,2014,Grade 6,25
St. Louis Elementary,2014,Grade 7,0
St. Louis Elementary,2014,Grade 8,0
St. Louis Elementary,2014,Grade 9,0
St. Louis Elementary,2014,Grade 10,0
St. Louis Elementary,2014,Grade 11,0
St. Louis Elementary,2014,Grade 12,0
St. Louis Elementary,2015,K,19
St. Louis Elementary,2015,Grade 1,15
St. Louis Elementary,2015,Grade 2,23
St. Louis Elementary,2015,Grade 3,19
St. Louis Elementary,2015,Grade 4,15
St. Louis Elementary,2015,Grade 5,18
St. Louis Elementary,2015,Grade 6,20
St. Louis Elementary,2015,Grade 7,0
St. Louis Elementary,2015,Grade 8,0
St. Louis Elementary,2015,Grade 9,0
St. Louis Elementary,2015,Grade 10,0
St. Louis Elementary,2015,Grade 11,0
St. Louis Elementary,2015,Grade 12,0
St. Peter's Consolidated,1999,K,0
St. Peter's Consolidated,1999,Grade 1,15
St. Peter's Consolidated,1999,Grade 2,17
St. Peter's Consolidated,1999,Grade 3,12
St. Peter's Consolidated,1999,Grade 4,11
St. Peter's Consolidated,1999,Grade 5,15
St. Peter's Consolidated,1999,Grade 6,14
St. Peter's Consolidated,1999,Grade 7,15
St. Peter's Consolidated,1999,Grade 8,14
St. Peter's Consolidated,1999,Grade 9,0
St. Peter's Consolidated,1999,Grade 10,0
St. Peter's Consolidated,1999,Grade 11,0
St. Peter's Consolidated,1999,Grade 12,0
St. Peter's Consolidated,2000,K,0
St. Peter's Consolidated,2000,Grade 1,11
St. Peter's Consolidated,2000,Grade 2,14
St. Peter's Consolidated,2000,Grade 3,16
St. Peter's Consolidated,2000,Grade 4,13
St. Peter's Consolidated,2000,Grade 5,11
St. Peter's Consolidated,2000,Grade 6,15
St. Peter's Consolidated,2000,Grade 7,14
St. Peter's Consolidated,2000,Grade 8,17
St. Peter's Consolidated,2000,Grade 9,0
St. Peter's Consolidated,2000,Grade 10,0
St. Peter's Consolidated,2000,Grade 11,0
St. Peter's Consolidated,2000,Grade 12,0
St. Peter's Consolidated,2001,K,0
St. Peter's Consolidated,2001,Grade 1,15
St. Peter's Consolidated,2001,Grade 2,13
St. Peter's Consolidated,2001,Grade 3,13
St. Peter's Consolidated,2001,Grade 4,16
St. Peter's Consolidated,2001,Grade 5,13
St. Peter's Consolidated,2001,Grade 6,9
St. Peter's Consolidated,2001,Grade 7,15
St. Peter's Consolidated,2001,Grade 8,15
St. Peter's Consolidated,2001,Grade 9,0
St. Peter's Consolidated,2001,Grade 10,0
St. Peter's Consolidated,2001,Grade 11,0
St. Peter's Consolidated,2001,Grade 12,0
St. Peter's Consolidated,2002,K,0
St. Peter's Consolidated,2002,Grade 1,10
St. Peter's Consolidated,2002,Grade 2,13
St. Peter's Consolidated,2002,Grade 3,14
St. Peter's Consolidated,2002,Grade 4,12
St. Peter's Consolidated,2002,Grade 5,15
St. Peter's Consolidated,2002,Grade 6,11
St. Peter's Consolidated,2002,Grade 7,9
St. Peter's Consolidated,2002,Grade 8,14
St. Peter's Consolidated,2002,Grade 9,0
St. Peter's Consolidated,2002,Grade 10,0
St. Peter's Consolidated,2002,Grade 11,0
St. Peter's Consolidated,2002,Grade 12,0
St. Peter's Consolidated,2003,K,0
St. Peter's Consolidated,2003,Grade 1,10
St. Peter's Consolidated,2003,Grade 2,11
St. Peter's Consolidated,2003,Grade 3,12
St. Peter's Consolidated,2003,Grade 4,15
St. Peter's Consolidated,2003,Grade 5,12
St. Peter's Consolidated,2003,Grade 6,15
St. Peter's Consolidated,2003,Grade 7,11
St. Peter's Consolidated,2003,Grade 8,10
St. Peter's Consolidated,2003,Grade 9,0
St. Peter's Consolidated,2003,Grade 10,0
St. Peter's Consolidated,2003,Grade 11,0
St. Peter's Consolidated,2003,Grade 12,0
St. Peter's Consolidated,2004,K,0
St. Peter's Consolidated,2004,Grade 1,8
St. Peter's Consolidated,2004,Grade 2,11
St. Peter's Consolidated,2004,Grade 3,11
St. Peter's Consolidated,2004,Grade 4,10
St. Peter's Consolidated,2004,Grade 5,15
St. Peter's Consolidated,2004,Grade 6,11
St. Peter's Consolidated,2004,Grade 7,15
St. Peter's Consolidated,2004,Grade 8,10
St. Peter's Consolidated,2004,Grade 9,0
St. Peter's Consolidated,2004,Grade 10,0
St. Peter's Consolidated,2004,Grade 11,0
St. Peter's Consolidated,2004,Grade 12,0
St. Peter's Consolidated,2005,K,0
St. Peter's Consolidated,2005,Grade 1,10
St. Peter's Consolidated,2005,Grade 2,8
St. Peter's Consolidated,2005,Grade 3,9
St. Peter's Consolidated,2005,Grade 4,10
St. Peter's Consolidated,2005,Grade 5,9
St. Peter's Consolidated,2005,Grade 6,15
St. Peter's Consolidated,2005,Grade 7,10
St. Peter's Consolidated,2005,Grade 8,15
St. Peter's Consolidated,2005,Grade 9,0
St. Peter's Consolidated,2005,Grade 10,0
St. Peter's Consolidated,2005,Grade 11,0
St. Peter's Consolidated,2005,Grade 12,0
St. Peter's Consolidated,2006,K,0
St. Peter's Consolidated,2006,Grade 1,7
St. Peter's Consolidated,2006,Grade 2,10
St. Peter's Consolidated,2006,Grade 3,7
St. Peter's Consolidated,2006,Grade 4,10
St. Peter's Consolidated,2006,Grade 5,11
St. Peter's Consolidated,2006,Grade 6,8
St. Peter's Consolidated,2006,Grade 7,14
St. Peter's Consolidated,2006,Grade 8,10
St. Peter's Consolidated,2006,Grade 9,0
St. Peter's Consolidated,2006,Grade 10,0
St. Peter's Consolidated,2006,Grade 11,0
St. Peter's Consolidated,2006,Grade 12,0
St. Peter's Consolidated,2007,K,0
St. Peter's Consolidated,2007,Grade 1,7
St. Peter's Consolidated,2007,Grade 2,7
St. Peter's Consolidated,2007,Grade 3,10
St. Peter's Consolidated,2007,Grade 4,6
St. Peter's Consolidated,2007,Grade 5,10
St. Peter's Consolidated,2007,Grade 6,9
St. Peter's Consolidated,2007,Grade 7,8
St. Peter's Consolidated,2007,Grade 8,13
St. Peter's Consolidated,2007,Grade 9,0
St. Peter's Consolidated,2007,Grade 10,0
St. Peter's Consolidated,2007,Grade 11,0
St. Peter's Consolidated,2007,Grade 12,0
St. Peter's Consolidated,2008,K,0
St. Peter's Consolidated,2008,Grade 1,5
St. Peter's Consolidated,2008,Grade 2,9
St. Peter's Consolidated,2008,Grade 3,5
St. Peter's Consolidated,2008,Grade 4,9
St. Peter's Consolidated,2008,Grade 5,6
St. Peter's Consolidated,2008,Grade 6,8
St. Peter's Consolidated,2008,Grade 7,9
St. Peter's Consolidated,2008,Grade 8,8
St. Peter's Consolidated,2008,Grade 9,0
St. Peter's Consolidated,2008,Grade 10,0
St. Peter's Consolidated,2008,Grade 11,0
St. Peter's Consolidated,2008,Grade 12,0
St. Teresa's Consolidated,1999,K,0
St. Teresa's Consolidated,1999,Grade 1,5
St. Teresa's Consolidated,1999,Grade 2,12
St. Teresa's Consolidated,1999,Grade 3,7
St. Teresa's Consolidated,1999,Grade 4,7
St. Teresa's Consolidated,1999,Grade 5,8
St. Teresa's Consolidated,1999,Grade 6,11
St. Teresa's Consolidated,1999,Grade 7,9
St. Teresa's Consolidated,1999,Grade 8,10
St. Teresa's Consolidated,1999,Grade 9,0
St. Teresa's Consolidated,1999,Grade 10,0
St. Teresa's Consolidated,1999,Grade 11,0
St. Teresa's Consolidated,1999,Grade 12,0
St. Teresa's Consolidated,2000,K,0
St. Teresa's Consolidated,2000,Grade 1,9
St. Teresa's Consolidated,2000,Grade 2,4
St. Teresa's Consolidated,2000,Grade 3,13
St. Teresa's Consolidated,2000,Grade 4,6
St. Teresa's Consolidated,2000,Grade 5,7
St. Teresa's Consolidated,2000,Grade 6,8
St. Teresa's Consolidated,2000,Grade 7,8
St. Teresa's Consolidated,2000,Grade 8,9
St. Teresa's Consolidated,2000,Grade 9,0
St. Teresa's Consolidated,2000,Grade 10,0
St. Teresa's Consolidated,2000,Grade 11,0
St. Teresa's Consolidated,2000,Grade 12,0
St. Teresa's Consolidated,2001,K,0
St. Teresa's Consolidated,2001,Grade 1,4
St. Teresa's Consolidated,2001,Grade 2,8
St. Teresa's Consolidated,2001,Grade 3,7
St. Teresa's Consolidated,2001,Grade 4,11
St. Teresa's Consolidated,2001,Grade 5,6
St. Teresa's Consolidated,2001,Grade 6,8
St. Teresa's Consolidated,2001,Grade 7,11
St. Teresa's Consolidated,2001,Grade 8,7
St. Teresa's Consolidated,2001,Grade 9,0
St. Teresa's Consolidated,2001,Grade 10,0
St. Teresa's Consolidated,2001,Grade 11,0
St. Teresa's Consolidated,2001,Grade 12,0
St. Teresa's Consolidated,2002,K,0
St. Teresa's Consolidated,2002,Grade 1,9
St. Teresa's Consolidated,2002,Grade 2,5
St. Teresa's Consolidated,2002,Grade 3,10
St. Teresa's Consolidated,2002,Grade 4,7
St. Teresa's Consolidated,2002,Grade 5,10
St. Teresa's Consolidated,2002,Grade 6,6
St. Teresa's Consolidated,2002,Grade 7,8
St. Teresa's Consolidated,2002,Grade 8,11
St. Teresa's Consolidated,2002,Grade 9,0
St. Teresa's Consolidated,2002,Grade 10,0
St. Teresa's Consolidated,2002,Grade 11,0
St. Teresa's Consolidated,2002,Grade 12,0
St. Teresa's Consolidated,2003,K,0
St. Teresa's Consolidated,2003,Grade 1,9
St. Teresa's Consolidated,2003,Grade 2,9
St. Teresa's Consolidated,2003,Grade 3,5
St. Teresa's Consolidated,2003,Grade 4,10
St. Teresa's Consolidated,2003,Grade 5,6
St. Teresa's Consolidated,2003,Grade 6,11
St. Teresa's Consolidated,2003,Grade 7,6
St. Teresa's Consolidated,2003,Grade 8,7
St. Teresa's Consolidated,2003,Grade 9,0
St. Teresa's Consolidated,2003,Grade 10,0
St. Teresa's Consolidated,2003,Grade 11,0
St. Teresa's Consolidated,2003,Grade 12,0
St. Teresa's Consolidated,2004,K,0
St. Teresa's Consolidated,2004,Grade 1,5
St. Teresa's Consolidated,2004,Grade 2,8
St. Teresa's Consolidated,2004,Grade 3,8
St. Teresa's Consolidated,2004,Grade 4,5
St. Teresa's Consolidated,2004,Grade 5,10
St. Teresa's Consolidated,2004,Grade 6,6
St. Teresa's Consolidated,2004,Grade 7,10
St. Teresa's Consolidated,2004,Grade 8,6
St. Teresa's Consolidated,2004,Grade 9,0
St. Teresa's Consolidated,2004,Grade 10,0
St. Teresa's Consolidated,2004,Grade 11,0
St. Teresa's Consolidated,2004,Grade 12,0
St. Teresa's Consolidated,2005,K,0
St. Teresa's Consolidated,2005,Grade 1,4
St. Teresa's Consolidated,2005,Grade 2,5
St. Teresa's Consolidated,2005,Grade 3,8
St. Teresa's Consolidated,2005,Grade 4,10
St. Teresa's Consolidated,2005,Grade 5,3
St. Teresa's Consolidated,2005,Grade 6,10
St. Teresa's Consolidated,2005,Grade 7,6
St. Teresa's Consolidated,2005,Grade 8,10
St. Teresa's Consolidated,2005,Grade 9,0
St. Teresa's Consolidated,2005,Grade 10,0
St. Teresa's Consolidated,2005,Grade 11,0
St. Teresa's Consolidated,2005,Grade 12,0
St. Teresa's Consolidated,2006,K,0
St. Teresa's Consolidated,2006,Grade 1,7
St. Teresa's Consolidated,2006,Grade 2,4
St. Teresa's Consolidated,2006,Grade 3,5
St. Teresa's Consolidated,2006,Grade 4,8
St. Teresa's Consolidated,2006,Grade 5,10
St. Teresa's Consolidated,2006,Grade 6,4
