School,Year,Level,Size
St. Teresa's Consolidated,2006,Grade 7,10
St. Teresa's Consolidated,2006,Grade 8,7
St. Teresa's Consolidated,2006,Grade 9,0
St. Teresa's Consolidated,2006,Grade 10,0
St. Teresa's Consolidated,2006,Grade 11,0
St. Teresa's Consolidated,2006,Grade 12,0
St. Teresa's Consolidated,2007,K,0
St. Teresa's Consolidated,2007,Grade 1,7
St. Teresa's Consolidated,2007,Grade 2,5
St. Teresa's Consolidated,2007,Grade 3,4
St. Teresa's Consolidated,2007,Grade 4,6
St. Teresa's Consolidated,2007,Grade 5,9
St. Teresa's Consolidated,2007,Grade 6,8
St. Teresa's Consolidated,2007,Grade 7,3
St. Teresa's Consolidated,2007,Grade 8,8
St. Teresa's Consolidated,2007,Grade 9,0
St. Teresa's Consolidated,2007,Grade 10,0
St. Teresa's Consolidated,2007,Grade 11,0
St. Teresa's Consolidated,2007,Grade 12,0
St. Teresa's Consolidated,2008,K,0
St. Teresa's Consolidated,2008,Grade 1,5
St. Teresa's Consolidated,2008,Grade 2,6
St. Teresa's Consolidated,2008,Grade 3,5
St. Teresa's Consolidated,2008,Grade 4,4
St. Teresa's Consolidated,2008,Grade 5,6
St. Teresa's Consolidated,2008,Grade 6,10
St. Teresa's Consolidated,2008,Grade 7,8
St. Teresa's Consolidated,2008,Grade 8,3
St. Teresa's Consolidated,2008,Grade 9,0
St. Teresa's Consolidated,2008,Grade 10,0
St. Teresa's Consolidated,2008,Grade 11,0
St. Teresa's Consolidated,2008,Grade 12,0
Stonepark Intermediate,1999,K,0
Stonepark Intermediate,1999,Grade 1,0
Stonepark Intermediate,1999,Grade 2,0
Stonepark Intermediate,1999,Grade 3,0
Stonepark Intermediate,1999,Grade 4,0
Stonepark Intermediate,1999,Grade 5,0
Stonepark Intermediate,1999,Grade 6,0
Stonepark Intermediate,1999,Grade 7,233
Stonepark Intermediate,1999,Grade 8,310
Stonepark Intermediate,1999,Grade 9,303
Stonepark Intermediate,1999,Grade 10,0
Stonepark Intermediate,1999,Grade 11,0
Stonepark Intermediate,1999,Grade 12,0
Stonepark Intermediate,2000,K,0
Stonepark Intermediate,2000,Grade 1,0
Stonepark Intermediate,2000,Grade 2,0
Stonepark Intermediate,2000,Grade 3,0
Stonepark Intermediate,2000,Grade 4,0
Stonepark Intermediate,2000,Grade 5,0
Stonepark Intermediate,2000,Grade 6,0
Stonepark Intermediate,2000,Grade 7,282
Stonepark Intermediate,2000,Grade 8,241
Stonepark Intermediate,2000,Grade 9,312
Stonepark Intermediate,2000,Grade 10,0
Stonepark Intermediate,2000,Grade 11,0
Stonepark Intermediate,2000,Grade 12,0
Stonepark Intermediate,2001,K,0
Stonepark Intermediate,2001,Grade 1,0
Stonepark Intermediate,2001,Grade 2,0
Stonepark Intermediate,2001,Grade 3,0
Stonepark Intermediate,2001,Grade 4,0
Stonepark Intermediate,2001,Grade 5,0
Stonepark Intermediate,2001,Grade 6,0
Stonepark Intermediate,2001,Grade 7,250
Stonepark Intermediate,2001,Grade 8,276
Stonepark Intermediate,2001,Grade 9,238
Stonepark Intermediate,2001,Grade 10,0
Stonepark Intermediate,2001,Grade 11,0
Stonepark Intermediate,2001,Grade 12,0
Stonepark Intermediate,2002,K,0
Stonepark Intermediate,2002,Grade 1,0
Stonepark Intermediate,2002,Grade 2,0
Stonepark Intermediate,2002,Grade 3,0
Stonepark Intermediate,2002,Grade 4,0
Stonepark Intermediate,2002,Grade 5,0
Stonepark Intermediate,2002,Grade 6,0
Stonepark Intermediate,2002,Grade 7,284
Stonepark Intermediate,2002,Grade 8,244
Stonepark Intermediate,2002,Grade 9,286
Stonepark Intermediate,2002,Grade 10,0
Stonepark Intermediate,2002,Grade 11,0
Stonepark Intermediate,2002,Grade 12,0
Stonepark Intermediate,2003,K,0
Stonepark Intermediate,2003,Grade 1,0
Stonepark Intermediate,2003,Grade 2,0
Stonepark Intermediate,2003,Grade 3,0
Stonepark Intermediate,2003,Grade 4,0
Stonepark Intermediate,2003,Grade 5,0
Stonepark Intermediate,2003,Grade 6,0
Stonepark Intermediate,2003,Grade 7,282
Stonepark Intermediate,2003,Grade 8,285
Stonepark Intermediate,2003,Grade 9,252
Stonepark Intermediate,2003,Grade 10,0
Stonepark Intermediate,2003,Grade 11,0
Stonepark Intermediate,2003,Grade 12,0
Stonepark Intermediate,2004,K,0
Stonepark Intermediate,2004,Grade 1,0
Stonepark Intermediate,2004,Grade 2,0
Stonepark Intermediate,2004,Grade 3,0
Stonepark Intermediate,2004,Grade 4,0
Stonepark Intermediate,2004,Grade 5,0
Stonepark Intermediate,2004,Grade 6,0
Stonepark Intermediate,2004,Grade 7,300
Stonepark Intermediate,2004,Grade 8,280
Stonepark Intermediate,2004,Grade 9,282
Stonepark Intermediate,2004,Grade 10,0
Stonepark Intermediate,2004,Grade 11,0
Stonepark Intermediate,2004,Grade 12,0
Stonepark Intermediate,2005,K,0
Stonepark Intermediate,2005,Grade 1,0
Stonepark Intermediate,2005,Grade 2,0
Stonepark Intermediate,2005,Grade 3,0
Stonepark Intermediate,2005,Grade 4,0
Stonepark Intermediate,2005,Grade 5,0
Stonepark Intermediate,2005,Grade 6,0
Stonepark Intermediate,2005,Grade 7,276
Stonepark Intermediate,2005,Grade 8,301
Stonepark Intermediate,2005,Grade 9,278
Stonepark Intermediate,2005,Grade 10,0
Stonepark Intermediate,2005,Grade 11,0
Stonepark Intermediate,2005,Grade 12,0
Stonepark Intermediate,2006,K,0
Stonepark Intermediate,2006,Grade 1,0
Stonepark Intermediate,2006,Grade 2,0
Stonepark Intermediate,2006,Grade 3,0
Stonepark Intermediate,2006,Grade 4,0
Stonepark Intermediate,2006,Grade 5,0
Stonepark Intermediate,2006,Grade 6,0
Stonepark Intermediate,2006,Grade 7,273
Stonepark Intermediate,2006,Grade 8,285
Stonepark Intermediate,2006,Grade 9,300
Stonepark Intermediate,2006,Grade 10,0
Stonepark Intermediate,2006,Grade 11,0
Stonepark Intermediate,2006,Grade 12,0
Stonepark Intermediate,2007,K,0
Stonepark Intermediate,2007,Grade 1,0
Stonepark Intermediate,2007,Grade 2,0
Stonepark Intermediate,2007,Grade 3,0
Stonepark Intermediate,2007,Grade 4,0
Stonepark Intermediate,2007,Grade 5,0
Stonepark Intermediate,2007,Grade 6,0
Stonepark Intermediate,2007,Grade 7,310
Stonepark Intermediate,2007,Grade 8,277
Stonepark Intermediate,2007,Grade 9,278
Stonepark Intermediate,2007,Grade 10,0
Stonepark Intermediate,2007,Grade 11,0
Stonepark Intermediate,2007,Grade 12,0
Stonepark Intermediate,2008,K,0
Stonepark Intermediate,2008,Grade 1,0
Stonepark Intermediate,2008,Grade 2,0
Stonepark Intermediate,2008,Grade 3,0
Stonepark Intermediate,2008,Grade 4,0
Stonepark Intermediate,2008,Grade 5,0
Stonepark Intermediate,2008,Grade 6,0
Stonepark Intermediate,2008,Grade 7,283
Stonepark Intermediate,2008,Grade 8,315
Stonepark Intermediate,2008,Grade 9,277
Stonepark Intermediate,2008,Grade 10,0
Stonepark Intermediate,2008,Grade 11,0
Stonepark Intermediate,2008,Grade 12,0
Stonepark Intermediate,2009,K,0
Stonepark Intermediate,2009,Grade 1,0
Stonepark Intermediate,2009,Grade 2,0
Stonepark Intermediate,2009,Grade 3,0
Stonepark Intermediate,2009,Grade 4,0
Stonepark Intermediate,2009,Grade 5,0
Stonepark Intermediate,2009,Grade 6,0
Stonepark Intermediate,2009,Grade 7,300
Stonepark Intermediate,2009,Grade 8,289
Stonepark Intermediate,2009,Grade 9,309
Stonepark Intermediate,2009,Grade 10,0
Stonepark Intermediate,2009,Grade 11,0
Stonepark Intermediate,2009,Grade 12,0
Stonepark Intermediate,2010,K,0
Stonepark Intermediate,2010,Grade 1,0
Stonepark Intermediate,2010,Grade 2,0
Stonepark Intermediate,2010,Grade 3,0
Stonepark Intermediate,2010,Grade 4,0
Stonepark Intermediate,2010,Grade 5,0
Stonepark Intermediate,2010,Grade 6,0
Stonepark Intermediate,2010,Grade 7,242
Stonepark Intermediate,2010,Grade 8,300
Stonepark Intermediate,2010,Grade 9,282
Stonepark Intermediate,2010,Grade 10,0
Stonepark Intermediate,2010,Grade 11,0
Stonepark Intermediate,2010,Grade 12,0
Stonepark Intermediate,2011,K,0
Stonepark Intermediate,2011,Grade 1,0
Stonepark Intermediate,2011,Grade 2,0
Stonepark Intermediate,2011,Grade 3,0
Stonepark Intermediate,2011,Grade 4,0
Stonepark Intermediate,2011,Grade 5,0
Stonepark Intermediate,2011,Grade 6,0
Stonepark Intermediate,2011,Grade 7,258
Stonepark Intermediate,2011,Grade 8,242
Stonepark Intermediate,2011,Grade 9,308
Stonepark Intermediate,2011,Grade 10,0
Stonepark Intermediate,2011,Grade 11,0
Stonepark Intermediate,2011,Grade 12,0
Stonepark Intermediate,2012,K,0
Stonepark Intermediate,2012,Grade 1,0
Stonepark Intermediate,2012,Grade 2,0
Stonepark Intermediate,2012,Grade 3,0
Stonepark Intermediate,2012,Grade 4,0
Stonepark Intermediate,2012,Grade 5,0
Stonepark Intermediate,2012,Grade 6,0
Stonepark Intermediate,2012,Grade 7,268
Stonepark Intermediate,2012,Grade 8,263
Stonepark Intermediate,2012,Grade 9,242
Stonepark Intermediate,2012,Grade 10,0
Stonepark Intermediate,2012,Grade 11,0
Stonepark Intermediate,2012,Grade 12,0
Stonepark Intermediate,2013,K,0
Stonepark Intermediate,2013,Grade 1,0
Stonepark Intermediate,2013,Grade 2,0
Stonepark Intermediate,2013,Grade 3,0
Stonepark Intermediate,2013,Grade 4,0
Stonepark Intermediate,2013,Grade 5,0
Stonepark Intermediate,2013,Grade 6,0
Stonepark Intermediate,2013,Grade 7,254
Stonepark Intermediate,2013,Grade 8,258
Stonepark Intermediate,2013,Grade 9,255
Stonepark Intermediate,2013,Grade 10,0
Stonepark Intermediate,2013,Grade 11,0
Stonepark Intermediate,2013,Grade 12,0
Stonepark Intermediate,2014,K,0
Stonepark Intermediate,2014,Grade 1,0
Stonepark Intermediate,2014,Grade 2,0
Stonepark Intermediate,2014,Grade 3,0
Stonepark Intermediate,2014,Grade 4,0
Stonepark Intermediate,2014,Grade 5,0
Stonepark Intermediate,2014,Grade 6,0
Stonepark Intermediate,2014,Grade 7,256
Stonepark Intermediate,2014,Grade 8,253
Stonepark Intermediate,2014,Grade 9,259
Stonepark Intermediate,2014,Grade 10,0
Stonepark Intermediate,2014,Grade 11,0
Stonepark Intermediate,2014,Grade 12,0
Stonepark Intermediate,2015,K,0
Stonepark Intermediate,2015,Grade 1,0
Stonepark Intermediate,2015,Grade 2,0
Stonepark Intermediate,2015,Grade 3,0
Stonepark Intermediate,2015,Grade 4,0
Stonepark Intermediate,2015,Grade 5,0
Stonepark Intermediate,2015,Grade 6,0
Stonepark Intermediate,2015,Grade 7,326
Stonepark Intermediate,2015,Grade 8,254
Stonepark Intermediate,2015,Grade 9,252
Stonepark Intermediate,2015,Grade 10,0
Stonepark Intermediate,2015,Grade 11,0
Stonepark Intermediate,2015,Grade 12,0
Stratford Elementary,2010,K,0
Stratford Elementary,2010,Grade 1,0
Stratford Elementary,2010,Grade 2,0
Stratford Elementary,2010,Grade 3,0
Stratford Elementary,2010,Grade 4,110
Stratford Elementary,2010,Grade 5,112
Stratford Elementary,2010,Grade 6,114
Stratford Elementary,2010,Grade 7,0
Stratford Elementary,2010,Grade 8,0
Stratford Elementary,2010,Grade 9,0
Stratford Elementary,2010,Grade 10,0
Stratford Elementary,2010,Grade 11,0
Stratford Elementary,2010,Grade 12,0
Stratford Elementary,2011,K,0
Stratford Elementary,2011,Grade 1,0
Stratford Elementary,2011,Grade 2,0
Stratford Elementary,2011,Grade 3,0
Stratford Elementary,2011,Grade 4,117
Stratford Elementary,2011,Grade 5,107
Stratford Elementary,2011,Grade 6,117
Stratford Elementary,2011,Grade 7,0
Stratford Elementary,2011,Grade 8,0
Stratford Elementary,2011,Grade 9,0
Stratford Elementary,2011,Grade 10,0
Stratford Elementary,2011,Grade 11,0
Stratford Elementary,2011,Grade 12,0
Stratford Elementary,2012,K,0
Stratford Elementary,2012,Grade 1,0
Stratford Elementary,2012,Grade 2,0
Stratford Elementary,2012,Grade 3,0
Stratford Elementary,2012,Grade 4,148
Stratford Elementary,2012,Grade 5,117
Stratford Elementary,2012,Grade 6,110
Stratford Elementary,2012,Grade 7,0
Stratford Elementary,2012,Grade 8,0
Stratford Elementary,2012,Grade 9,0
Stratford Elementary,2012,Grade 10,0
Stratford Elementary,2012,Grade 11,0
Stratford Elementary,2012,Grade 12,0
Stratford Elementary,2013,K,0
Stratford Elementary,2013,Grade 1,0
Stratford Elementary,2013,Grade 2,0
Stratford Elementary,2013,Grade 3,0
Stratford Elementary,2013,Grade 4,138
Stratford Elementary,2013,Grade 5,148
Stratford Elementary,2013,Grade 6,122
Stratford Elementary,2013,Grade 7,0
Stratford Elementary,2013,Grade 8,0
Stratford Elementary,2013,Grade 9,0
Stratford Elementary,2013,Grade 10,0
Stratford Elementary,2013,Grade 11,0
Stratford Elementary,2013,Grade 12,0
Stratford Elementary,2014,K,0
Stratford Elementary,2014,Grade 1,0
Stratford Elementary,2014,Grade 2,0
Stratford Elementary,2014,Grade 3,0
Stratford Elementary,2014,Grade 4,143
Stratford Elementary,2014,Grade 5,137
Stratford Elementary,2014,Grade 6,150
Stratford Elementary,2014,Grade 7,0
Stratford Elementary,2014,Grade 8,0
Stratford Elementary,2014,Grade 9,0
Stratford Elementary,2014,Grade 10,0
Stratford Elementary,2014,Grade 11,0
Stratford Elementary,2014,Grade 12,0
Stratford Elementary,2015,K,0
Stratford Elementary,2015,Grade 1,0
Stratford Elementary,2015,Grade 2,0
Stratford Elementary,2015,Grade 3,0
Stratford Elementary,2015,Grade 4,159
Stratford Elementary,2015,Grade 5,149
Stratford Elementary,2015,Grade 6,133
Stratford Elementary,2015,Grade 7,0
Stratford Elementary,2015,Grade 8,0
Stratford Elementary,2015,Grade 9,0
Stratford Elementary,2015,Grade 10,0
Stratford Elementary,2015,Grade 11,0
Stratford Elementary,2015,Grade 12,0
Summerside Intermediate,1999,K,0
Summerside Intermediate,1999,Grade 1,0
Summerside Intermediate,1999,Grade 2,0
Summerside Intermediate,1999,Grade 3,0
Summerside Intermediate,1999,Grade 4,0
Summerside Intermediate,1999,Grade 5,0
Summerside Intermediate,1999,Grade 6,0
Summerside Intermediate,1999,Grade 7,214
Summerside Intermediate,1999,Grade 8,207
Summerside Intermediate,1999,Grade 9,205
Summerside Intermediate,1999,Grade 10,0
Summerside Intermediate,1999,Grade 11,0
Summerside Intermediate,1999,Grade 12,0
Summerside Intermediate,2000,K,0
Summerside Intermediate,2000,Grade 1,0
Summerside Intermediate,2000,Grade 2,0
Summerside Intermediate,2000,Grade 3,0
Summerside Intermediate,2000,Grade 4,0
Summerside Intermediate,2000,Grade 5,0
Summerside Intermediate,2000,Grade 6,0
Summerside Intermediate,2000,Grade 7,195
Summerside Intermediate,2000,Grade 8,219
Summerside Intermediate,2000,Grade 9,207
Summerside Intermediate,2000,Grade 10,0
Summerside Intermediate,2000,Grade 11,0
Summerside Intermediate,2000,Grade 12,0
Summerside Intermediate,2001,K,0
Summerside Intermediate,2001,Grade 1,0
Summerside Intermediate,2001,Grade 2,0
Summerside Intermediate,2001,Grade 3,0
Summerside Intermediate,2001,Grade 4,0
Summerside Intermediate,2001,Grade 5,0
Summerside Intermediate,2001,Grade 6,0
Summerside Intermediate,2001,Grade 7,212
Summerside Intermediate,2001,Grade 8,196
Summerside Intermediate,2001,Grade 9,212
Summerside Intermediate,2001,Grade 10,0
Summerside Intermediate,2001,Grade 11,0
Summerside Intermediate,2001,Grade 12,0
Summerside Intermediate,2002,K,0
Summerside Intermediate,2002,Grade 1,0
Summerside Intermediate,2002,Grade 2,0
Summerside Intermediate,2002,Grade 3,0
Summerside Intermediate,2002,Grade 4,0
Summerside Intermediate,2002,Grade 5,0
Summerside Intermediate,2002,Grade 6,0
Summerside Intermediate,2002,Grade 7,203
Summerside Intermediate,2002,Grade 8,220
Summerside Intermediate,2002,Grade 9,199
Summerside Intermediate,2002,Grade 10,0
Summerside Intermediate,2002,Grade 11,0
Summerside Intermediate,2002,Grade 12,0
Summerside Intermediate,2003,K,0
Summerside Intermediate,2003,Grade 1,0
Summerside Intermediate,2003,Grade 2,0
Summerside Intermediate,2003,Grade 3,0
Summerside Intermediate,2003,Grade 4,0
Summerside Intermediate,2003,Grade 5,0
Summerside Intermediate,2003,Grade 6,0
Summerside Intermediate,2003,Grade 7,217
Summerside Intermediate,2003,Grade 8,205
Summerside Intermediate,2003,Grade 9,222
Summerside Intermediate,2003,Grade 10,0
Summerside Intermediate,2003,Grade 11,0
Summerside Intermediate,2003,Grade 12,0
Summerside Intermediate,2004,K,0
Summerside Intermediate,2004,Grade 1,0
Summerside Intermediate,2004,Grade 2,0
Summerside Intermediate,2004,Grade 3,0
Summerside Intermediate,2004,Grade 4,0
Summerside Intermediate,2004,Grade 5,0
Summerside Intermediate,2004,Grade 6,0
Summerside Intermediate,2004,Grade 7,204
Summerside Intermediate,2004,Grade 8,217
Summerside Intermediate,2004,Grade 9,204
Summerside Intermediate,2004,Grade 10,0
Summerside Intermediate,2004,Grade 11,0
Summerside Intermediate,2004,Grade 12,0
Summerside Intermediate,2005,K,0
Summerside Intermediate,2005,Grade 1,0
Summerside Intermediate,2005,Grade 2,0
Summerside Intermediate,2005,Grade 3,0
Summerside Intermediate,2005,Grade 4,0
Summerside Intermediate,2005,Grade 5,0
Summerside Intermediate,2005,Grade 6,0
Summerside Intermediate,2005,Grade 7,186
Summerside Intermediate,2005,Grade 8,206
Summerside Intermediate,2005,Grade 9,211
Summerside Intermediate,2005,Grade 10,0
Summerside Intermediate,2005,Grade 11,0
Summerside Intermediate,2005,Grade 12,0
Summerside Intermediate,2006,K,0
Summerside Intermediate,2006,Grade 1,0
Summerside Intermediate,2006,Grade 2,0
Summerside Intermediate,2006,Grade 3,0
Summerside Intermediate,2006,Grade 4,0
Summerside Intermediate,2006,Grade 5,0
Summerside Intermediate,2006,Grade 6,0
Summerside Intermediate,2006,Grade 7,186
Summerside Intermediate,2006,Grade 8,189
Summerside Intermediate,2006,Grade 9,214
Summerside Intermediate,2006,Grade 10,0
Summerside Intermediate,2006,Grade 11,0
Summerside Intermediate,2006,Grade 12,0
Summerside Intermediate,2007,K,0
Summerside Intermediate,2007,Grade 1,0
Summerside Intermediate,2007,Grade 2,0
Summerside Intermediate,2007,Grade 3,0
Summerside Intermediate,2007,Grade 4,0
Summerside Intermediate,2007,Grade 5,0
Summerside Intermediate,2007,Grade 6,0
Summerside Intermediate,2007,Grade 7,198
Summerside Intermediate,2007,Grade 8,189
Summerside Intermediate,2007,Grade 9,183
Summerside Intermediate,2007,Grade 10,0
Summerside Intermediate,2007,Grade 11,0
Summerside Intermediate,2007,Grade 12,0
Summerside Intermediate,2008,K,0
Summerside Intermediate,2008,Grade 1,0
Summerside Intermediate,2008,Grade 2,0
Summerside Intermediate,2008,Grade 3,0
Summerside Intermediate,2008,Grade 4,0
Summerside Intermediate,2008,Grade 5,0
Summerside Intermediate,2008,Grade 6,0
Summerside Intermediate,2008,Grade 7,190
Summerside Intermediate,2008,Grade 8,193
Summerside Intermediate,2008,Grade 9,200
Summerside Intermediate,2008,Grade 10,0
Summerside Intermediate,2008,Grade 11,0
Summerside Intermediate,2008,Grade 12,0
Summerside Intermediate,2009,K,0
Summerside Intermediate,2009,Grade 1,0
Summerside Intermediate,2009,Grade 2,0
Summerside Intermediate,2009,Grade 3,0
Summerside Intermediate,2009,Grade 4,0
Summerside Intermediate,2009,Grade 5,0
Summerside Intermediate,2009,Grade 6,0
Summerside Intermediate,2009,Grade 7,176
Summerside Intermediate,2009,Grade 8,197
Summerside Intermediate,2009,Grade 9,200
Summerside Intermediate,2009,Grade 10,0
Summerside Intermediate,2009,Grade 11,0
Summerside Intermediate,2009,Grade 12,0
Summerside Intermediate,2010,K,0
Summerside Intermediate,2010,Grade 1,0
Summerside Intermediate,2010,Grade 2,0
Summerside Intermediate,2010,Grade 3,0
Summerside Intermediate,2010,Grade 4,0
Summerside Intermediate,2010,Grade 5,0
Summerside Intermediate,2010,Grade 6,0
Summerside Intermediate,2010,Grade 7,164
Summerside Intermediate,2010,Grade 8,175
Summerside Intermediate,2010,Grade 9,201
Summerside Intermediate,2010,Grade 10,0
Summerside Intermediate,2010,Grade 11,0
Summerside Intermediate,2010,Grade 12,0
Summerside Intermediate,2011,K,0
Summerside Intermediate,2011,Grade 1,0
Summerside Intermediate,2011,Grade 2,0
Summerside Intermediate,2011,Grade 3,0
Summerside Intermediate,2011,Grade 4,0
Summerside Intermediate,2011,Grade 5,0
Summerside Intermediate,2011,Grade 6,0
Summerside Intermediate,2011,Grade 7,173
Summerside Intermediate,2011,Grade 8,170
Summerside Intermediate,2011,Grade 9,180
Summerside Intermediate,2011,Grade 10,0
Summerside Intermediate,2011,Grade 11,0
Summerside Intermediate,2011,Grade 12,0
Summerside Intermediate,2012,K,0
Summerside Intermediate,2012,Grade 1,0
Summerside Intermediate,2012,Grade 2,0
Summerside Intermediate,2012,Grade 3,0
Summerside Intermediate,2012,Grade 4,0
Summerside Intermediate,2012,Grade 5,0
Summerside Intermediate,2012,Grade 6,0
Summerside Intermediate,2012,Grade 7,170
Summerside Intermediate,2012,Grade 8,174
Summerside Intermediate,2012,Grade 9,175
Summerside Intermediate,2012,Grade 10,0
Summerside Intermediate,2012,Grade 11,0
Summerside Intermediate,2012,Grade 12,0
Summerside Intermediate,2013,K,0
Summerside Intermediate,2013,Grade 1,0
Summerside Intermediate,2013,Grade 2,0
Summerside Intermediate,2013,Grade 3,0
Summerside Intermediate,2013,Grade 4,0
Summerside Intermediate,2013,Grade 5,0
Summerside Intermediate,2013,Grade 6,0
Summerside Intermediate,2013,Grade 7,140
Summerside Intermediate,2013,Grade 8,171
Summerside Intermediate,2013,Grade 9,178
Summerside Intermediate,2013,Grade 10,0
Summerside Intermediate,2013,Grade 11,0
Summerside Intermediate,2013,Grade 12,0
Summerside Intermediate,2014,K,0
Summerside Intermediate,2014,Grade 1,0
Summerside Intermediate,2014,Grade 2,0
Summerside Intermediate,2014,Grade 3,0
Summerside Intermediate,2014,Grade 4,0
Summerside Intermediate,2014,Grade 5,0
Summerside Intermediate,2014,Grade 6,0
Summerside Intermediate,2014,Grade 7,152
Summerside Intermediate,2014,Grade 8,146
Summerside Intermediate,2014,Grade 9,171
Summerside Intermediate,2014,Grade 10,0
Summerside Intermediate,2014,Grade 11,0
